.rownames,Probability1
10,0.116279069767442
104,0.116279069767442
106,0.116279069767442
109,0.116279069767442
110,0.116279069767442
112,0.116279069767442
115,0.116279069767442
117,0.116279069767442
120,0.116279069767442
122,0.116279069767442
125,0.116279069767442
126,0.116279069767442
128,0.116279069767442
130,0.116279069767442
131,0.116279069767442
133,0.116279069767442
138,0.116279069767442
141,0.116279069767442
151,0.116279069767442
164,0.116279069767442
166,0.116279069767442
167,0.116279069767442
171,0.116279069767442
176,0.116279069767442
177,0.116279069767442
182,0.116279069767442
188,0.116279069767442
19,0.116279069767442
191,0.116279069767442
192,0.116279069767442
194,0.116279069767442
195,0.116279069767442
196,0.116279069767442
199,0.116279069767442
2,0.116279069767442
200,0.116279069767442
201,0.116279069767442
202,0.116279069767442
204,0.116279069767442
205,0.116279069767442
206,0.116279069767442
208,0.116279069767442
210,0.116279069767442
211,0.116279069767442
216,0.116279069767442
218,0.116279069767442
219,0.116279069767442
226,0.116279069767442
228,0.116279069767442
229,0.116279069767442
230,0.116279069767442
232,0.116279069767442
236,0.116279069767442
240,0.116279069767442
242,0.116279069767442
254,0.116279069767442
257,0.116279069767442
259,0.116279069767442
260,0.116279069767442
264,0.116279069767442
268,0.116279069767442
269,0.116279069767442
27,0.116279069767442
271,0.116279069767442
272,0.116279069767442
276,0.116279069767442
278,0.116279069767442
282,0.116279069767442
286,0.116279069767442
296,0.116279069767442
299,0.116279069767442
3,0.116279069767442
301,0.116279069767442
304,0.116279069767442
308,0.116279069767442
318,0.116279069767442
319,0.116279069767442
321,0.116279069767442
324,0.116279069767442
327,0.116279069767442
329,0.116279069767442
332,0.116279069767442
334,0.116279069767442
336,0.116279069767442
340,0.116279069767442
341,0.116279069767442
345,0.116279069767442
347,0.116279069767442
348,0.116279069767442
349,0.116279069767442
35,0.116279069767442
354,0.116279069767442
359,0.116279069767442
362,0.116279069767442
364,0.116279069767442
368,0.116279069767442
369,0.116279069767442
370,0.116279069767442
373,0.116279069767442
374,0.116279069767442
375,0.116279069767442
376,0.116279069767442
377,0.116279069767442
379,0.116279069767442
380,0.116279069767442
389,0.116279069767442
390,0.116279069767442
393,0.116279069767442
394,0.116279069767442
395,0.116279069767442
403,0.116279069767442
406,0.116279069767442
407,0.116279069767442
414,0.116279069767442
416,0.116279069767442
421,0.116279069767442
428,0.116279069767442
432,0.116279069767442
445,0.116279069767442
448,0.116279069767442
452,0.116279069767442
456,0.116279069767442
46,0.116279069767442
460,0.116279069767442
461,0.116279069767442
462,0.116279069767442
465,0.116279069767442
466,0.116279069767442
469,0.116279069767442
47,0.116279069767442
472,0.116279069767442
474,0.116279069767442
477,0.116279069767442
480,0.116279069767442
484,0.116279069767442
488,0.116279069767442
491,0.116279069767442
495,0.116279069767442
498,0.116279069767442
502,0.116279069767442
504,0.116279069767442
507,0.116279069767442
509,0.116279069767442
51,0.116279069767442
511,0.116279069767442
519,0.116279069767442
52,0.116279069767442
520,0.116279069767442
524,0.116279069767442
525,0.116279069767442
526,0.116279069767442
527,0.116279069767442
528,0.116279069767442
529,0.116279069767442
534,0.116279069767442
535,0.116279069767442
538,0.116279069767442
540,0.116279069767442
554,0.116279069767442
556,0.116279069767442
564,0.116279069767442
567,0.116279069767442
573,0.116279069767442
576,0.116279069767442
587,0.116279069767442
589,0.116279069767442
590,0.116279069767442
596,0.116279069767442
60,0.116279069767442
601,0.116279069767442
614,0.116279069767442
618,0.116279069767442
619,0.116279069767442
621,0.116279069767442
623,0.116279069767442
629,0.116279069767442
630,0.116279069767442
635,0.116279069767442
638,0.116279069767442
641,0.116279069767442
647,0.116279069767442
649,0.116279069767442
655,0.116279069767442
657,0.116279069767442
66,0.116279069767442
661,0.116279069767442
665,0.116279069767442
669,0.116279069767442
672,0.116279069767442
673,0.116279069767442
674,0.116279069767442
70,0.116279069767442
71,0.116279069767442
73,0.116279069767442
75,0.116279069767442
76,0.116279069767442
8,0.116279069767442
80,0.116279069767442
81,0.116279069767442
85,0.116279069767442
89,0.116279069767442
98,0.116279069767442
